Distance: 63.21 cm  SAFE
Distance: 59.30 cm  SAFE
Distance: 54.32 cm  SAFE
Distance: 49.40 cm  CAUTION
Distance: 35.09 cm  CAUTION
Distance: 28.42 cm  CAUTION
Distance: 16.54 cm  WARNING
Distance: 9.89 cm  STOP!
Distance: 7.91 cm  STOP!
Distance: 2.01 cm  STOP!
